Index,CrudeOil,ULSD,RBOB
9/12/2012,97.01,3.2152,3.0016
9/13/2012,98.31,3.2113,2.9622
9/14/2012,99,3.2395,3.0156
9/17/2012,96.62,3.1634,2.9433
9/18/2012,95.29,3.1271,2.899
9/19/2012,92.3,3.044,2.8286
9/20/2012,92.42,3.093,2.7809
9/21/2012,92.89,3.1177,2.8195
9/24/2012,91.93,3.0961,2.7877
9/25/2012,91.37,3.1069,2.8224
9/26/2012,89.98,3.1025,2.8738
9/27/2012,91.85,3.1508,2.8972
9/28/2012,92.19,3.1592,2.9201
10/1/2012,92.48,3.1358,2.9201
10/2/2012,91.89,3.1255,2.8692
10/3/2012,88.14,3.0664,2.7995
10/4/2012,91.71,3.1884,2.9429
10/5/2012,89.88,3.1559,2.9525
10/8/2012,89.33,3.1443,2.8931
10/9/2012,92.39,3.2032,2.9587
10/10/2012,91.25,3.2131,2.9593
10/11/2012,92.07,3.2571,2.9556
10/12/2012,91.86,3.2239,2.8928
10/15/2012,91.85,3.2091,2.8503
10/16/2012,92.09,3.1985,2.8021
10/17/2012,92.12,3.1894,2.7642
10/18/2012,92.1,3.1669,2.7269
10/19/2012,90.44,3.1176,2.6721
10/22/2012,88.65,3.0668,2.6348
10/23/2012,86.67,3.0308,2.5911
10/24/2012,85.73,3.0264,2.5913
10/25/2012,86.05,3.0452,2.6323
10/26/2012,86.28,3.0764,2.6417
10/29/2012,85.54,3.0873,2.6411
10/30/2012,85.68,3.0697,2.6155
10/31/2012,86.24,3.0623,2.6303
11/1/2012,87.09,3.0332,2.6336
11/2/2012,84.86,2.9474,2.5736
11/5/2012,85.65,2.9829,2.6202
11/6/2012,88.71,3.0529,2.6989
11/7/2012,84.44,2.9621,2.5889
11/8/2012,85.09,2.9554,2.6073
11/9/2012,86.07,3.0055,2.6992
11/12/2012,85.57,2.9992,2.6763
11/13/2012,85.38,2.9608,2.6538
11/14/2012,86.32,2.9882,2.679
11/15/2012,85.87,2.9735,2.6962
11/16/2012,86.92,2.9868,2.7101
11/19/2012,89.28,3.0751,2.7321
11/20/2012,86.75,3.0483,2.6884
11/21/2012,87.38,3.0812,2.7225
11/23/2012,88.28,3.086,2.7204
11/26/2012,87.74,3.0594,2.7039
11/27/2012,87.18,3.0247,2.6956
11/28/2012,86.49,3.0209,2.6877
11/29/2012,88.07,3.0569,2.7334
11/30/2012,88.91,3.0607,2.7303
12/3/2012,89.09,3.0562,2.7265
12/4/2012,88.5,3.004,2.689
12/5/2012,87.88,2.9907,2.6378
12/6/2012,86.26,2.9432,2.5969
12/7/2012,85.93,2.9153,2.5974
12/10/2012,85.56,2.8962,2.5981
12/11/2012,85.79,2.927,2.6105
12/12/2012,86.77,2.9668,2.6465
12/13/2012,85.89,2.9437,2.6021
12/14/2012,86.73,2.9807,2.6621
12/17/2012,87.2,2.9563,2.6546
12/18/2012,88.4,2.9965,2.6909
12/19/2012,89.98,3.0356,2.7338
12/20/2012,90.13,3.0486,2.74
12/21/2012,88.66,3.0102,2.7158
12/24/2012,88.61,2.9885,2.7257
12/26/2012,90.98,3.0357,2.7885
12/27/2012,90.87,3.0489,2.7893
12/28/2012,90.8,3.0213,2.7585
12/31/2012,91.82,3.0318,2.7617
1/2/2013,93.12,3.0463,2.7951
1/3/2013,92.92,3.0251,2.7977
1/4/2013,93.09,3.0177,2.7643
1/7/2013,93.19,3.0321,2.7774
1/8/2013,93.15,3.0585,2.7944
1/9/2013,93.1,3.0699,2.7789
1/10/2013,93.82,3.0543,2.7933
1/11/2013,93.56,3.0085,2.7395
1/14/2013,94.14,3.0625,2.7541
1/15/2013,93.28,3.0113,2.7066
1/16/2013,94.24,2.9991,2.7385
1/17/2013,95.49,3.0212,2.7684
1/18/2013,96.04,3.0525,2.7968
1/22/2013,96.68,3.0557,2.8411
1/23/2013,95.23,3.0652,2.8489
1/24/2013,95.95,3.0764,2.8767
1/25/2013,95.88,3.0489,2.8898
1/28/2013,96.44,3.0543,2.9409
1/29/2013,97.57,3.0986,2.9763
1/30/2013,97.94,3.1087,3.0332
1/31/2013,97.49,3.1187,3.0317
2/1/2013,97.77,3.1606,3.0536
2/4/2013,96.17,3.154,3.0115
2/5/2013,96.64,3.1913,3.0374
2/6/2013,96.62,3.1858,3.0397
2/7/2013,95.83,3.1995,2.9999
2/8/2013,95.72,3.2384,3.0588
2/11/2013,97.03,3.2315,3.0212
2/12/2013,97.51,3.2362,3.0503
2/13/2013,97.01,3.2188,3.0354
2/14/2013,97.31,3.2237,3.1166
2/15/2013,95.86,3.2104,3.3138
2/19/2013,97.1,3.1817,3.1212
2/20/2013,95.22,3.1522,3.2585
2/21/2013,92.84,3.0949,3.234
2/22/2013,93.13,3.1018,3.2658
2/25/2013,93.11,3.0981,3.2636
2/26/2013,92.63,3.0268,3.1988
2/27/2013,92.76,2.9846,3.1063
2/28/2013,92.05,2.9603,3.1117
3/1/2013,90.68,2.9301,3.1286
3/4/2013,90.12,2.9191,3.0983
3/5/2013,90.82,2.973,3.1482
3/6/2013,90.43,2.9756,3.1247
3/7/2013,91.56,2.9795,3.1233
3/8/2013,91.95,2.9749,3.2035
3/11/2013,92.06,2.9691,3.1524
3/12/2013,92.54,2.9484,3.1502
3/13/2013,92.52,2.9242,3.1423
3/14/2013,93.03,2.9295,3.1413
3/15/2013,93.45,2.939,3.1638
3/18/2013,94.11,2.9267,3.1289
3/19/2013,92.52,2.9684,3.0403
3/20/2013,93.5,2.9953,3.102
3/21/2013,92.45,2.9795,3.0597
3/22/2013,93.71,2.9728,3.0512
3/25/2013,94.81,2.983,3.0542
3/26/2013,96.34,2.9988,3.1025
3/27/2013,96.58,3.0368,3.1118
3/28/2013,97.23,3.047,3.1106
4/1/2013,97.07,3.0687,3.1015
4/2/2013,97.19,3.0874,3.0408
4/3/2013,94.45,3.002,2.914
4/4/2013,93.26,2.9636,2.8987
4/5/2013,92.7,2.9098,2.8636
4/8/2013,93.36,2.9537,2.9093
4/9/2013,94.2,2.9613,2.9424
4/10/2013,94.64,2.9479,2.8651
4/11/2013,93.51,2.8991,2.831
4/12/2013,91.29,2.8718,2.8018
4/15/2013,88.71,2.8292,2.7576
4/16/2013,88.72,2.8065,2.7818
4/17/2013,86.68,2.7346,2.7205
4/18/2013,88,2.7791,2.7483
4/19/2013,88.27,2.7757,2.7614
4/22/2013,89.19,2.7954,2.7615
4/23/2013,89.18,2.798,2.7167
4/24/2013,91.43,2.8277,2.7518
4/25/2013,93.64,2.8798,2.8106
4/26/2013,93,2.8661,2.8273
4/29/2013,94.5,2.8668,2.822
4/30/2013,93.46,2.8396,2.802
5/1/2013,91.03,2.7889,2.7193
5/2/2013,93.99,2.8555,2.7806
5/3/2013,95.61,2.8844,2.8254
5/6/2013,96.16,2.9202,2.8657
5/7/2013,95.62,2.9277,2.8334
5/8/2013,96.62,2.9147,2.8538
5/9/2013,96.39,2.9366,2.8851
5/10/2013,96.04,2.9062,2.8603
5/13/2013,95.17,2.891,2.821
5/14/2013,94.21,2.873,2.8376
5/15/2013,94.3,2.8801,2.867
5/16/2013,95.16,2.9087,2.8822
5/17/2013,96.02,2.937,2.9069
5/20/2013,96.93,2.9508,2.9056
5/21/2013,96.18,2.9193,2.8379
5/22/2013,94.28,2.8687,2.8122
5/23/2013,94.25,2.8565,2.8181
5/24/2013,94.15,2.8544,2.8281
5/28/2013,95.01,2.904,2.8454
5/29/2013,93.13,2.8648,2.798
5/30/2013,93.61,2.8442,2.8073
5/31/2013,91.97,2.7814,2.7549
6/3/2013,93.45,2.8334,2.7851
6/4/2013,93.31,2.8649,2.8182
6/5/2013,93.74,2.8554,2.823
6/6/2013,94.76,2.8714,2.8509
6/7/2013,96.03,2.8931,2.8715
6/10/2013,95.77,2.8838,2.8481
6/11/2013,95.38,2.8575,2.8231
6/12/2013,95.88,2.8952,2.8101
6/13/2013,96.69,2.9395,2.8613
6/14/2013,97.85,2.9622,2.8967
6/17/2013,97.77,2.9503,2.8561
6/18/2013,98.67,2.9617,2.8794
6/19/2013,98.48,2.9725,2.8924
6/20/2013,95.14,2.873,2.7775
6/21/2013,93.69,2.8434,2.7467
6/24/2013,95.18,2.853,2.7271
6/25/2013,95.32,2.8585,2.7248
6/26/2013,95.5,2.8551,2.7178
6/27/2013,97.05,2.888,2.7281
6/28/2013,96.56,2.8588,2.7156
7/1/2013,97.99,2.8736,2.7379
7/2/2013,99.6,2.9014,2.7833
7/3/2013,101.24,2.9512,2.8382
7/5/2013,103.22,2.9897,2.8968
7/8/2013,103.14,2.9801,2.8837
7/9/2013,103.53,2.9857,2.926
7/10/2013,106.52,3.0017,3.0149
7/11/2013,104.91,2.995,3.0214
7/12/2013,105.95,3.0294,3.1175
7/15/2013,106.32,3.0261,3.1029
7/16/2013,106,3.0469,3.1343
7/17/2013,106.48,3.0712,3.1101
7/18/2013,107.81,3.1007,3.1098
7/19/2013,107.87,3.0894,3.1234
7/22/2013,106.94,3.0688,3.0182
7/23/2013,107.23,3.0725,3.029
7/24/2013,105.39,3.0508,3.0219
7/25/2013,105.49,3.0399,2.9855
7/26/2013,104.7,3.0131,3.0033
7/29/2013,104.55,3.019,2.978
7/30/2013,103.08,3.009,2.975
7/31/2013,105.03,3.055,2.9963
8/1/2013,107.89,3.0966,3.0284
8/2/2013,106.94,3.0714,2.9947
8/5/2013,106.56,3.0522,2.9506
8/6/2013,105.3,3.0083,2.9151
8/7/2013,104.37,2.9642,2.8711
8/8/2013,103.4,2.9574,2.8576
8/9/2013,105.97,2.9935,2.9082
8/12/2013,106.11,3.0209,2.9041
8/13/2013,106.83,3.0471,2.9425
8/14/2013,106.85,3.0478,2.983
8/15/2013,107.33,3.0728,2.9845
8/16/2013,107.29,3.0831,2.9675
8/19/2013,106.86,3.071,2.9333
8/20/2013,105.11,3.0784,2.9272
8/21/2013,103.85,3.0815,2.8184
8/22/2013,105.03,3.0737,2.8384
8/23/2013,106.42,3.099,2.8707
8/26/2013,105.92,3.0835,2.8345
8/27/2013,109.01,3.1656,2.9127
8/28/2013,110.1,3.2113,2.9616
8/29/2013,108.8,3.1883,2.9306
8/30/2013,107.65,3.1366,2.8901
9/3/2013,108.54,3.1483,2.8646
9/4/2013,107.23,3.1371,2.8643
9/5/2013,108.37,3.1397,2.836
9/6/2013,110.53,3.1637,2.8537
9/9/2013,109.52,3.1183,2.8024
9/10/2013,107.39,3.0668,2.7357
9/11/2013,107.56,3.0718,2.7122
9/12/2013,108.6,3.1164,2.7627
9/13/2013,108.21,3.1137,2.7696
9/16/2013,106.59,3.0637,2.7166
9/17/2013,105.42,2.9983,2.6611
9/18/2013,107.28,3.0405,2.7421
9/19/2013,105.86,3.004,2.6796
9/20/2013,104.75,3.0053,2.6674
9/23/2013,103.59,2.9566,2.615
9/24/2013,103.13,2.9604,2.6469
9/25/2013,102.66,2.9713,2.6569
9/26/2013,103.03,2.9993,2.6887
9/27/2013,102.87,2.9848,2.6602
9/30/2013,102.33,2.9715,2.6282
10/1/2013,102.04,2.9553,2.6106
10/2/2013,104.1,2.9927,2.6287
10/3/2013,103.31,3.0033,2.6396
10/4/2013,103.84,2.999,2.6076
10/7/2013,103.03,3.0093,2.6261
10/8/2013,103.49,3.0325,2.6306
10/9/2013,101.61,3.0174,2.623
10/10/2013,103.01,3.07,2.6981
10/11/2013,102.02,3.0349,2.6681
10/14/2013,102.41,3.0317,2.6668
10/15/2013,101.21,3.017,2.6598
10/16/2013,102.29,3.0393,2.7021
10/17/2013,100.67,2.99,2.6479
10/18/2013,101.11,3.0354,2.6732
10/21/2013,99.68,3.0106,2.6538
10/22/2013,98.3,2.9954,2.6068
10/23/2013,96.86,2.9222,2.5431
10/24/2013,97.11,2.8989,2.5724
10/25/2013,97.85,2.9089,2.5674
10/28/2013,98.68,2.9642,2.6103
10/29/2013,98.2,2.9636,2.5917
10/30/2013,96.77,2.9768,2.6216
10/31/2013,96.38,2.9539,2.587
11/1/2013,94.61,2.8822,2.5454
11/4/2013,94.62,2.8741,2.5282
11/5/2013,93.37,2.8641,2.5161
11/6/2013,94.8,2.8696,2.548
11/7/2013,94.2,2.8392,2.5031
11/8/2013,94.6,2.8719,2.5534
11/11/2013,95.14,2.8913,2.5965
11/12/2013,93.04,2.8532,2.5864
11/13/2013,93.88,2.8977,2.628
11/14/2013,93.76,2.9306,2.6837
11/15/2013,93.84,2.9389,2.6577
11/18/2013,93.03,2.9222,2.6568
11/19/2013,93.89,2.9058,2.6199
11/20/2013,93.85,2.9528,2.6458
11/21/2013,95.44,3.0056,2.7191
11/22/2013,94.84,3.0393,2.7111
11/25/2013,94.09,3.0304,2.6736
11/26/2013,93.68,3.0425,2.6825
11/27/2013,92.3,3.043,2.6946
11/29/2013,92.72,3.0308,2.6628
12/2/2013,93.82,3.0501,2.6784
12/3/2013,96.04,3.0651,2.7237
12/4/2013,97.2,3.0591,2.7192
12/5/2013,97.38,3.0496,2.7127
12/6/2013,97.65,3.0565,2.7269
12/9/2013,97.34,3.0143,2.6749
12/10/2013,98.51,3.0173,2.6829
12/11/2013,97.44,3.0212,2.6611
12/12/2013,97.5,2.9801,2.6348
12/13/2013,96.6,2.9757,2.6293
12/16/2013,97.48,2.9902,2.6437
12/17/2013,97.47,2.9629,2.6472
12/18/2013,98.06,3.0101,2.6973
12/19/2013,99.04,3.0253,2.7469
12/20/2013,99.32,3.0702,2.7848
12/23/2013,98.91,3.0534,2.7807
12/24/2013,99.22,3.0685,2.8134
12/26/2013,99.55,3.0756,2.8149
12/27/2013,100.32,3.0921,2.8095
12/30/2013,99.29,3.0561,2.7869
12/31/2013,98.42,3.0652,2.7859
1/2/2014,95.44,2.9867,2.695
1/3/2014,93.96,2.9394,2.6488
1/6/2014,93.43,2.9388,2.646
1/7/2014,93.67,2.9593,2.6786
1/8/2014,92.33,2.9494,2.6563
1/9/2014,91.66,2.9214,2.6426
1/10/2014,92.72,2.9407,2.6691
1/13/2014,91.8,2.9333,2.6341
1/14/2014,92.59,2.9363,2.6224
1/15/2014,94.17,2.9796,2.6264
1/16/2014,93.96,2.9845,2.5951
1/17/2014,94.59,3.0237,2.6204
1/21/2014,94.97,2.9511,2.6206
1/22/2014,96.73,2.9812,2.6882
1/23/2014,97.32,2.991,2.6697
1/24/2014,96.64,3.0158,2.6706
1/27/2014,95.72,2.9667,2.6329
1/28/2014,97.41,2.9939,2.6376
1/29/2014,97.36,3.0204,2.6686
1/30/2014,98.23,3.0275,2.6743
1/31/2014,97.49,2.9971,2.6314
2/3/2014,96.43,3.0075,2.6069
2/4/2014,97.19,2.9829,2.6031
2/5/2014,97.38,2.9968,2.6413
2/6/2014,97.84,2.9951,2.683
2/7/2014,99.88,3.0503,2.7489
2/10/2014,100.06,2.9981,2.7248
2/11/2014,99.94,3.0281,2.7526
2/12/2014,100.37,3.0125,2.7631
2/13/2014,100.35,3.0307,2.7772
2/14/2014,100.3,3.0782,2.8053
2/18/2014,102.1,3.1017,2.8323
2/19/2014,102.84,3.0726,2.9968
2/20/2014,102.75,3.0834,3.021
2/21/2014,102.2,3.0389,3.003
2/24/2014,102.82,3.0501,3.007
2/25/2014,101.83,3.0346,2.9716
2/26/2014,102.59,3.0383,2.9857
2/27/2014,102.4,3.0077,2.9605
2/28/2014,102.59,3.0163,2.9774
3/3/2014,104.92,3.0805,3.0203
3/4/2014,103.33,3.0407,2.9853
3/5/2014,101.45,2.9922,2.9403
3/6/2014,101.56,2.983,2.9455
3/7/2014,102.58,3.0121,2.9738
3/10/2014,101.12,2.9674,2.9494
3/11/2014,100.03,2.961,2.967
3/12/2014,97.99,2.9255,2.9558
3/13/2014,98.2,2.9196,2.9329
3/14/2014,98.89,2.9431,2.9597
3/17/2014,98.08,2.8908,2.8811
3/18/2014,98.88,2.9155,2.9028
3/19/2014,99.17,2.891,2.8627
3/20/2014,98.9,2.9131,2.8889
3/21/2014,99.46,2.9134,2.8996
3/24/2014,99.6,2.9102,2.8857
3/25/2014,99.19,2.9208,2.8817
3/26/2014,100.26,2.9178,2.9063
3/27/2014,101.28,2.9429,2.9394
3/28/2014,101.67,2.9478,2.9367
3/31/2014,101.58,2.9298,2.9179
4/1/2014,99.74,2.8878,2.8697
4/2/2014,99.62,2.8666,2.8668
4/3/2014,100.29,2.9062,2.9118
4/4/2014,101.14,2.9079,2.9313
4/7/2014,100.44,2.8907,2.926
4/8/2014,102.56,2.9344,2.9801
4/9/2014,103.6,2.954,3.0084
4/10/2014,103.4,2.939,3.0079
4/11/2014,103.74,2.9332,3.0144
4/14/2014,104.05,2.9791,3.0384
4/15/2014,103.75,2.987,3.0421
4/16/2014,103.76,3.0106,3.0405
4/17/2014,104.3,3.0082,3.0547
4/21/2014,103.65,3.0117,3.0869
4/22/2014,101.75,2.9955,3.0446
4/23/2014,101.44,2.9758,3.0404
4/24/2014,101.94,3.0095,3.0452
4/25/2014,100.6,2.9809,3.0266
4/28/2014,100.84,2.9445,2.9864
4/29/2014,101.28,2.9635,3.008
4/30/2014,99.74,2.9281,2.9644
5/1/2014,99.42,2.914,2.9388
5/2/2014,99.76,2.9223,2.9445
5/5/2014,99.48,2.9064,2.9092
5/6/2014,99.5,2.8877,2.8858
5/7/2014,100.77,2.9275,2.9182
5/8/2014,100.26,2.9202,2.905
5/9/2014,99.99,2.9068,2.896
5/12/2014,100.59,2.9185,2.9146
5/13/2014,101.7,2.944,2.9302
5/14/2014,102.37,2.9626,2.9693
5/15/2014,101.5,2.9506,2.9642
5/16/2014,102.02,2.9536,2.9735
5/19/2014,102.11,2.9409,2.9646
5/20/2014,102.33,2.9492,2.9502
5/21/2014,104.07,2.9526,2.9793
5/22/2014,103.74,2.9501,2.9884
5/23/2014,104.35,2.9549,3.0066
5/27/2014,104.11,2.9394,2.9807
5/28/2014,102.72,2.9304,2.9881
5/29/2014,103.58,2.9199,2.9958
5/30/2014,102.71,2.8882,2.9719
6/2/2014,102.47,2.8773,2.9499
6/3/2014,102.66,2.8658,2.9487
6/4/2014,102.64,2.8481,2.9352
6/5/2014,102.48,2.8797,2.9563
6/6/2014,102.66,2.8712,2.939
6/9/2014,104.41,2.8912,2.9848
6/10/2014,104.35,2.8841,2.9745
6/11/2014,104.4,2.9043,3.0008
6/12/2014,106.53,2.9893,3.0837
6/13/2014,106.91,2.9876,3.0577
6/16/2014,106.9,2.9979,3.0718
6/17/2014,106.36,3.018,3.0911
6/18/2014,105.59,3.0401,3.0982
6/19/2014,106.05,3.0599,3.0928
6/20/2014,106.83,3.0585,3.1277
6/23/2014,106.17,3.0405,3.0792
6/24/2014,106.03,3.049,3.0965
6/25/2014,106.5,3.0359,3.0705
6/26/2014,105.84,3.0186,3.0612
6/27/2014,105.74,3.0035,3.0742
6/30/2014,105.37,2.9753,3.0433
7/1/2014,105.34,2.9782,3.0366
7/2/2014,104.48,2.9461,3.024
7/3/2014,104.06,2.9284,3.0198
7/7/2014,103.53,2.9145,2.989
7/8/2014,103.4,2.8736,2.9729
7/9/2014,102.29,2.8711,2.9377
7/10/2014,102.93,2.8933,2.9576
7/11/2014,100.83,2.8609,2.9085
7/14/2014,100.91,2.8729,2.9251
7/15/2014,99.96,2.8555,2.8986
7/16/2014,101.2,2.8578,2.8825
7/17/2014,103.19,2.8592,2.8817
7/18/2014,101.95,2.8452,2.8603
7/21/2014,102.86,2.8588,2.8632
7/22/2014,102.39,2.8636,2.8523
7/23/2014,103.12,2.8857,2.8388
7/24/2014,102.07,2.8792,2.813
7/25/2014,102.09,2.9235,2.8402
7/28/2014,101.67,2.8961,2.8255
7/29/2014,100.97,2.9133,2.8452
7/30/2014,100.27,2.8969,2.8158
7/31/2014,98.17,2.8899,2.7975
8/1/2014,97.88,2.8661,2.7443
8/4/2014,98.29,2.8712,2.7249
8/5/2014,97.38,2.8469,2.7155
8/6/2014,96.92,2.8761,2.7397
8/7/2014,97.34,2.8957,2.7723
8/8/2014,97.65,2.8769,2.7537
8/11/2014,98.08,2.8792,2.7525
8/12/2014,97.37,2.845,2.7345
8/13/2014,97.59,2.9019,2.7544
8/14/2014,95.58,2.8195,2.6666
8/15/2014,97.35,2.848,2.6986
8/18/2014,93.75,2.806,2.656
8/19/2014,92.86,2.8171,2.5636
8/20/2014,93.45,2.8313,2.5751
8/21/2014,93.96,2.8411,2.5991
8/22/2014,93.65,2.8343,2.5889
8/25/2014,93.35,2.8417,2.5954
8/26/2014,93.86,2.849,2.6001
8/27/2014,93.88,2.8646,2.5905
8/28/2014,94.55,2.8518,2.5908
8/29/2014,95.96,2.8601,2.6229
9/2/2014,92.88,2.7967,2.543
9/3/2014,95.54,2.8658,2.62
9/4/2014,94.45,2.8363,2.5999
9/5/2014,93.29,2.8192,2.5834
9/8/2014,92.66,2.8094,2.5619
9/9/2014,92.75,2.7915,2.5484
9/10/2014,91.67,2.7533,2.5265
9/11/2014,92.83,2.7561,2.5241
9/12/2014,92.27,2.7405,2.5188
9/15/2014,92.92,2.7396,2.5308
9/16/2014,94.88,2.7563,2.5588
9/17/2014,94.42,2.7451,2.5692
9/18/2014,93.07,2.7123,2.561
9/19/2014,91.65,2.7166,2.527
9/22/2014,90.87,2.6929,2.4901
9/23/2014,91.56,2.6886,2.504
9/24/2014,92.8,2.693,2.5123
9/25/2014,92.53,2.6992,2.5398
9/26/2014,93.54,2.7024,2.4881
9/29/2014,94.57,2.7082,2.5142
9/30/2014,91.16,2.6505,2.4373
10/1/2014,90.73,2.6556,2.4497
10/2/2014,91.01,2.638,2.4091
10/3/2014,89.74,2.6163,2.3785
10/6/2014,90.34,2.6213,2.4132
10/7/2014,88.85,2.6073,2.3683
10/8/2014,87.31,2.5759,2.3184
10/9/2014,85.77,2.5366,2.2749
10/10/2014,85.82,2.5602,2.2575
10/13/2014,85.74,2.5568,2.2553
10/14/2014,81.84,2.4722,2.1802
10/15/2014,81.78,2.4586,2.1487
10/16/2014,82.7,2.4703,2.2109
10/17/2014,82.06,2.4976,2.2327
10/20/2014,81.91,2.4856,2.1414
10/21/2014,82.49,2.4967,2.1559
10/22/2014,80.52,2.4592,2.109
10/23/2014,82.09,2.4864,2.1662
10/24/2014,81.01,2.4676,2.1424
10/27/2014,81,2.4629,2.1346
10/28/2014,81.42,2.4807,2.1552
10/29/2014,82.2,2.5235,2.1816
10/30/2014,81.12,2.505,2.161
10/31/2014,80.54,2.5109,2.1478
11/3/2014,78.78,2.4899,2.1176
11/4/2014,77.19,2.4427,2.078
11/5/2014,78.68,2.4387,2.0867
11/6/2014,77.91,2.4587,2.1301
11/7/2014,78.65,2.4995,2.1352
11/10/2014,77.4,2.4693,2.1011
11/11/2014,77.94,2.4687,2.1036
11/12/2014,77.18,2.4469,2.107
11/13/2014,74.21,2.3621,2.0016
11/14/2014,75.82,2.4161,2.0425
11/17/2014,75.64,2.4039,2.0263
11/18/2014,74.64,2.3626,2.0236
11/19/2014,74.5,2.3412,2.0225
11/20/2014,75.85,2.363,2.015
11/21/2014,76.51,2.3813,2.0439
11/24/2014,75.78,2.3668,2.0217
11/25/2014,74.09,2.3477,2.0123
11/26/2014,73.69,2.3291,2.0119
11/28/2014,66.15,2.1612,1.8276
12/1/2014,69,2.2124,1.881
12/2/2014,66.88,2.1544,1.8116
12/3/2014,67.38,2.1334,1.807
12/4/2014,66.81,2.1177,1.7948
12/5/2014,65.84,2.1078,1.7734
12/8/2014,63.05,2.0549,1.7066
12/9/2014,63.82,2.084,1.7236
12/10/2014,60.94,2.0464,1.6418
12/11/2014,59.95,2.0614,1.6244
12/12/2014,57.81,2.016,1.5973
12/15/2014,55.91,2.0017,1.5764
12/16/2014,55.93,1.96,1.541
12/17/2014,56.47,2.0085,1.5662
12/18/2014,54.36,1.8873,1.5401
12/19/2014,57.13,1.9272,1.5746
12/22/2014,55.26,1.9129,1.5485
12/23/2014,57.12,1.9517,1.5848
12/24/2014,55.84,1.8889,1.5287
12/26/2014,54.73,1.8842,1.5247
12/29/2014,53.61,1.8216,1.467
12/30/2014,54.12,1.8416,1.4711
12/31/2014,53.27,1.8336,1.4721
1/2/2015,52.69,1.7957,1.4334
1/5/2015,50.04,1.7492,1.3814
1/6/2015,47.93,1.7262,1.3543
1/7/2015,48.65,1.6999,1.3376
1/8/2015,48.79,1.711,1.3409
1/9/2015,48.36,1.703,1.3232
1/12/2015,46.07,1.6541,1.2745
1/13/2015,45.89,1.633,1.2685
1/14/2015,48.48,1.6552,1.3507
1/15/2015,46.25,1.6233,1.2994
1/16/2015,49.13,1.6656,1.3588
1/20/2015,46.47,1.5905,1.3413
1/21/2015,47.78,1.6172,1.3582
1/22/2015,46.31,1.6104,1.3569
1/23/2015,45.59,1.6211,1.3725
1/26/2015,45.15,1.6143,1.347
1/27/2015,46.23,1.6402,1.3841
1/28/2015,44.45,1.6093,1.377
1/29/2015,44.53,1.6047,1.3913
1/30/2015,48.24,1.7008,1.4788
2/2/2015,49.57,1.7575,1.5446
2/3/2015,53.05,1.8465,1.6013
2/4/2015,48.45,1.7666,1.4817
2/5/2015,50.48,1.8059,1.5248
2/6/2015,51.69,1.8391,1.5591
2/9/2015,52.86,1.8729,1.5782
2/10/2015,50.02,1.8327,1.5523
2/11/2015,48.84,1.8141,1.5432
2/12/2015,51.21,1.9137,1.5955
2/13/2015,52.78,1.9714,1.6262
2/17/2015,53.53,1.9774,1.5901
2/18/2015,52.82,1.8856,1.8167
2/19/2015,51.83,1.8846,1.839
2/20/2015,50.81,1.9101,1.8417
2/23/2015,49.45,1.8923,1.8382
2/24/2015,49.28,1.8744,1.8226
2/25/2015,50.99,1.9407,1.9169
2/26/2015,48.17,1.8933,1.9008
2/27/2015,49.76,1.9737,1.9779
3/2/2015,49.59,1.8873,1.8973
3/3/2015,50.52,1.9395,1.9499
3/4/2015,51.53,1.9013,1.9257
3/5/2015,50.76,1.8773,1.8873
3/6/2015,49.61,1.869,1.8819
3/9/2015,50,1.8398,1.8747
3/10/2015,48.29,1.8135,1.8183
3/11/2015,48.17,1.8204,1.8264
3/12/2015,47.05,1.7791,1.8069
3/13/2015,44.84,1.713,1.7623
3/16/2015,43.88,1.6986,1.7286
3/17/2015,43.46,1.6939,1.7301
3/18/2015,46.65,1.7725,1.7991
3/19/2015,45.53,1.7027,1.7715
3/20/2015,46.57,1.716,1.7948
3/23/2015,47.45,1.718,1.8032
3/24/2015,47.51,1.7007,1.7977
3/25/2015,49.21,1.7226,1.8348
3/26/2015,51.43,1.7856,1.8815
3/27/2015,48.87,1.7216,1.7968
3/30/2015,48.68,1.7281,1.7952
3/31/2015,47.6,1.708,1.77
4/1/2015,50.09,1.7469,1.8312
4/2/2015,49.14,1.6825,1.7613
4/6/2015,52.14,1.7643,1.8425
4/7/2015,53.98,1.7838,1.8609
4/8/2015,50.42,1.6981,1.7392
4/9/2015,50.79,1.7268,1.7592
4/10/2015,51.64,1.7661,1.8073
4/13/2015,51.91,1.7833,1.8046
4/14/2015,53.29,1.8017,1.836
4/15/2015,56.39,1.8888,1.936
4/16/2015,56.71,1.908,1.9354
4/17/2015,57.32,1.8824,1.9299
4/20/2015,57.88,1.8818,1.9368
4/21/2015,56.61,1.8567,1.8926
4/22/2015,56.16,1.8731,1.9265
4/23/2015,57.74,1.9268,1.9934
4/24/2015,57.15,1.9323,2.0058
4/27/2015,56.99,1.9249,2.0049
4/28/2015,57.06,1.9204,1.9969
4/29/2015,58.58,1.9516,2.0125
4/30/2015,59.63,1.9805,2.0451
5/1/2015,59.15,1.9822,2.0453
5/4/2015,58.93,1.9787,2.0339
5/5/2015,60.4,2.0145,2.0634
5/6/2015,60.93,2.0161,2.0366
5/7/2015,58.94,1.9617,1.9903
5/8/2015,59.39,1.9537,1.9918
5/11/2015,59.25,1.9454,1.9864
5/12/2015,60.75,1.9989,2.0393
5/13/2015,60.5,2.0051,2.0405
