"","Date","Open","High","Low","Last","Change","Settle","Volume","Open Interest"
"611",2010-07-19,420.75,420.75,420.75,NA,NA,420.75,103,6849
"612",2010-07-16,425.25,425.25,425,NA,NA,425.25,400,6825
"613",2010-07-15,419.25,428,419.25,NA,NA,428,423,6701
"614",2010-07-14,419.25,420.5,419.25,NA,NA,420.5,144,6475
"615",2010-07-13,415.25,417,414.5,NA,NA,414.5,211,6393
"616",2010-07-12,415.75,415.75,415.75,NA,NA,415.75,98,6329
"617",2010-07-09,413,417.25,412.5,NA,NA,417.25,241,6298
"618",2010-07-08,413,417.25,412.5,NA,NA,417.25,257,6163
"619",2010-07-07,415.25,415.25,411.5,NA,NA,411.5,450,6040
"620",2010-07-06,415.25,415.25,405,NA,NA,405,328,5837
"621",2010-07-02,413,415.75,413,NA,NA,413.5,432,5689
"622",2010-07-01,413,418,413,NA,NA,418,343,5333
"623",2010-06-30,410,411,410,NA,NA,411,343,5333
"624",2010-06-29,397.25,397.25,391.25,NA,NA,391.25,157,5208
"625",2010-06-28,397.25,399.5,397.25,NA,NA,399.5,161,5155
"626",2010-06-25,405.75,405.75,404.25,NA,NA,404.25,121,5053
"627",2010-06-24,405.75,407,405,NA,NA,405.75,57,5000
"628",2010-06-23,410.75,410.75,407,NA,NA,407,53,4977
"629",2010-06-22,411.5,411.5,411.5,NA,NA,411.5,73,5005
"630",2010-06-21,412.5,412.5,412.5,NA,NA,412.5,116,4968
"631",2010-06-18,421,421,421,NA,NA,421,135,4871
"632",2010-06-17,419.25,419.25,419.25,NA,NA,419.25,17,4810
"633",2010-06-16,417.5,417.5,417.5,NA,NA,417.5,119,4800
"634",2010-06-15,417.75,417.75,417.75,NA,NA,417.75,138,4745
"635",2010-06-14,418,418,418,NA,NA,418,84,4762
"636",2010-06-11,414,414,414,NA,NA,414,40,4734
"637",2010-06-10,409.5,409.5,409.5,NA,NA,409.5,148,4729
"638",2010-06-09,405,405,405,NA,NA,405,33,4787
"639",2010-06-08,402.5,402.5,402.5,NA,NA,402.5,271,4773
"640",2010-06-07,401.5,401.5,401.5,NA,NA,401.5,327,4620
"641",2010-06-04,402,402,402,NA,NA,402,23,4487
"642",2010-06-03,409,409,409,NA,NA,409,73,4479
"643",2010-06-02,405.75,405.75,405.75,NA,NA,405.75,101,4462
"644",2010-06-01,406.75,406.75,406.75,NA,NA,406.75,58,4413
"645",2010-05-28,409.25,409.25,409.25,NA,NA,409.25,5,4380
"646",2010-05-27,423,423,423,NA,NA,423,53,4371
"647",2010-05-26,414.25,422,414.25,NA,NA,422,53,4371
"648",2010-05-25,414.25,415.75,414.25,NA,NA,415.75,49,4329
"649",2010-05-24,408,420.25,408,NA,NA,420.25,108,4298
"650",2010-05-21,408,416,408,NA,NA,416,73,4246
"651",2010-05-20,409.75,409.75,409.75,NA,NA,409.75,102,4220
"652",2010-05-19,410.5,410.5,410.5,NA,NA,410.5,62,4160
"653",2010-05-18,406.25,412.5,406.25,NA,NA,412.5,54,4155
"654",2010-05-17,406.25,406.25,405.5,NA,NA,405.5,81,4142
"655",2010-05-14,410.25,410.25,410.25,NA,NA,410.25,140,4108
"656",2010-05-13,421,421,415.5,NA,NA,415.5,59,3981
"657",2010-05-12,421,421,416.5,NA,NA,418.5,26,3953
"658",2010-05-11,414.5,420,414.5,NA,NA,420,149,3936
"659",2010-05-10,414.5,414.5,414.5,NA,NA,414.5,61,3887
"660",2010-05-07,413,413,413,NA,NA,413,123,3896
"661",2010-05-06,411.75,411.75,411.75,NA,NA,411.75,25,3850
"662",2010-05-05,418.75,418.75,418.75,NA,NA,418.75,18,3835
"663",2010-05-04,415.75,415.75,415.75,NA,NA,415.75,11,3823
"664",2010-05-03,419.5,419.5,419.5,NA,NA,419.5,81,3813
"665",2010-04-30,413.5,421.5,413.5,NA,NA,421.5,27,3785
"666",2010-04-29,413.5,413.75,413.5,NA,NA,413.75,131,3774
"667",2010-04-28,408.25,408.25,408.25,NA,NA,408.25,94,3755
"668",2010-04-27,401,401,401,NA,NA,401,119,3711
"669",2010-04-26,407.75,407.75,407.75,NA,NA,407.75,62,3603
"670",2010-04-23,410.25,410.25,410.25,NA,NA,410.25,70,3585
"671",2010-04-22,415.5,419.75,415.5,NA,NA,419.75,92,3555
"672",2010-04-21,415.5,417.5,415.5,NA,NA,417.5,65,3499
"673",2010-04-20,415,417.25,415,NA,NA,417.25,41,3485
"674",2010-04-19,415,415,410,NA,NA,410,30,3450
"675",2010-04-16,424.5,424.5,424.5,NA,NA,424.5,57,3444
"676",2010-04-15,425,425,425,NA,NA,425,117,3444
"677",2010-04-14,422.25,422.25,422.25,NA,NA,422.25,131,3376
"678",2010-04-13,419.75,419.75,419.75,NA,NA,419.75,12,3288
"679",2010-04-12,416.75,416.75,416.75,NA,NA,416.75,42,3277
"680",2010-04-09,416.75,416.75,416.75,NA,NA,416.75,36,3263
"681",2010-04-08,420,420,420,NA,NA,420,154,3244
"682",2010-04-07,426.5,426.5,426.5,NA,NA,426.5,212,3301
"683",2010-04-06,413.75,413.75,413.75,NA,NA,413.75,54,3219
"684",2010-04-05,411.25,411.25,411.25,NA,NA,411.25,51,3205
"685",2010-04-01,407.75,407.75,407.75,NA,NA,407.75,38,3309
"686",2010-03-31,411,411,406.5,NA,NA,406.5,302,3462
"687",2010-03-30,411,411.25,411,NA,NA,411.25,302,3462
"688",2010-03-29,411,414.25,411,NA,NA,414.25,99,3025
"689",2010-03-26,411,411,410.75,NA,NA,410.75,88,2948
"690",2010-03-25,410.75,410.75,410.75,NA,NA,410.75,89,2937
"691",2010-03-24,416.5,416.5,416.5,NA,NA,416.5,95,2912
"692",2010-03-23,412.25,412.25,412.25,NA,NA,412.25,65,2865
"693",2010-03-22,417.75,417.75,417.75,NA,NA,417.75,23,2862
"694",2010-03-19,422,422,422,NA,NA,422,48,2844
"695",2010-03-18,423,423,423,NA,NA,423,80,2809
"696",2010-03-17,413.5,421,413.5,NA,NA,421,65,2754
"697",2010-03-16,413.5,414.25,413.5,NA,NA,414.25,141,2700
"698",2010-03-15,409,409,409,NA,NA,409,4,2652
"699",2010-03-12,409.75,409.75,409.75,NA,NA,409.75,71,2648
"700",2010-03-11,411,411,411,NA,NA,411,14,2605
"701",2010-03-10,409.5,409.5,409.5,NA,NA,409.5,38,2597
"702",2010-03-09,413,413,406.25,NA,NA,406.25,9,2588
"703",2010-03-08,413,415.5,413,NA,NA,415.5,38,2584
"704",2010-03-05,413.5,413.5,413.5,NA,NA,413.5,27,2573
"705",2010-03-04,420,420.5,420,NA,NA,420.5,42,2551
"706",2010-03-03,420,424.5,420,NA,NA,424.5,5,2550
"707",2010-03-02,420,420,420,NA,NA,420,14,2547
"708",2010-03-01,420,420,419,NA,NA,419,17,2540
"709",2010-02-26,422.75,424.25,422.75,NA,NA,424.25,34,2529
"710",2010-02-25,421.5,421.5,419.5,NA,NA,420.5,102,2514
"711",2010-02-24,424.75,424.75,424.75,NA,NA,424.75,37,2474
"712",2010-02-23,418.75,418.75,418.75,NA,NA,418.75,10,2460
"713",2010-02-22,424.25,424.25,424.25,NA,NA,424.25,118,2456
"714",2010-02-19,417.75,417.75,417.75,NA,NA,417.75,7,2500
"715",2010-02-18,414.25,414.25,414.25,NA,NA,414.25,26,2501
"716",2010-02-17,414.5,414.5,414.5,NA,NA,414.5,8,2476
"717",2010-02-16,417.75,417.75,417.75,NA,NA,417.75,15,2478
"718",2010-02-12,414,415,413.75,NA,NA,415,8,2472
"719",2010-02-11,414,417.5,413.75,NA,NA,417.5,7,2478
"720",2010-02-10,415.5,415.5,415.5,NA,NA,415.5,7,2478
"721",2010-02-09,411.75,412,411.75,NA,NA,412,15,2476
"722",2010-02-08,411.75,411.75,410.5,NA,NA,410.5,25,2467
"723",2010-02-05,407.5,407.5,407.5,NA,NA,407.5,31,2458
"724",2010-02-04,410.75,410.75,410.75,NA,NA,410.75,144,2437
"725",2010-02-03,419.75,419.75,410.25,NA,NA,410.25,104,2333
"726",2010-02-02,419.75,421.25,419.75,NA,NA,421.25,253,2281
"727",2010-02-01,415.5,415.5,415.5,NA,NA,415.5,39,2158
"728",2010-01-29,412.75,412.75,412.75,NA,NA,412.75,6,2141
"729",2010-01-28,416,416.5,416,NA,NA,416.5,53,2139
"730",2010-01-27,416,416,413.25,NA,NA,413.25,54,2132
"731",2010-01-26,417.25,417.25,417.25,NA,NA,417.25,22,2104
"732",2010-01-25,419.5,419.5,419.5,NA,NA,419.5,29,2095
"733",2010-01-22,417.75,427.5,417.75,NA,NA,417.75,7,2080
"734",2010-01-21,421,427.5,421,NA,NA,427.5,61,2080
"735",2010-01-20,421,426.75,421,NA,NA,426.75,51,2070
"736",2010-01-19,427.5,430,427.5,NA,NA,427.5,62,2065
"737",2010-01-15,432,434.5,430,NA,NA,432,11,2060
"738",2010-01-14,440.5,440.5,432,NA,NA,440.5,44,2053
"739",2010-01-13,448,448,434,NA,NA,442.75,44,2053
"740",2010-01-12,448,449,442.5,NA,NA,442.5,46,2045
"741",2010-01-11,461,461.5,458,NA,NA,461.5,125,2042
"742",2010-01-08,458.75,464,458.75,NA,NA,464,69,1938
"743",2010-01-07,458.75,460.5,458.75,NA,NA,460.5,94,1902
"744",2010-01-06,463.75,463.75,459,NA,NA,463.75,62,1876
"745",2010-01-05,458.25,459,457,NA,NA,458.25,6,1873
"746",2010-01-04,459.25,459.25,455,NA,NA,459.25,96,1873
"747",2009-12-31,455,455.5,452.25,NA,NA,453.75,219,1805
"748",2009-12-30,455,455,454.75,NA,NA,454.75,132,1660
"749",2009-12-29,454,459,452,NA,NA,458.25,132,1660
"750",2009-12-28,460.5,460.5,456,NA,NA,460.5,8,1594
"751",2009-12-24,457,457,451,NA,NA,457,14,1589
"752",2009-12-23,453,453,449.75,NA,NA,453,21,1588
"753",2009-12-22,452.75,452.75,448,NA,NA,450,21,1588
"754",2009-12-21,452.75,459,450.5,NA,NA,450.5,10,1577
"755",2009-12-18,452,453,446,NA,NA,450.75,50,1570
"756",2009-12-17,452,452,450.75,NA,NA,450.75,50,1570
"757",2009-12-16,462,463,462,NA,NA,463,15,1533
"758",2009-12-15,460,460,458.75,NA,NA,458.75,19,1526
"759",2009-12-14,460,461,460,NA,NA,461,112,1513
"760",2009-12-11,450,459.75,450,NA,NA,459.75,10,1443
"761",2009-12-10,450,451.25,450,NA,NA,451.25,85,1435
"762",2009-12-09,443.5,443.5,439,NA,NA,443.5,1,1403
"763",2009-12-08,443.5,443.5,440,NA,NA,443.5,8,1403
"764",2009-12-07,441,446,440,NA,NA,441,42,1397
"765",2009-12-04,445.5,451.25,445.5,NA,NA,445.5,52,1390
"766",2009-12-03,455.25,459,455.25,NA,NA,455.25,92,1359
"767",2009-12-02,458,460,458,NA,NA,458,4,1354
"768",2009-12-01,466,470,462.5,NA,NA,466,99,1354
"769",2009-11-30,470,470,462.5,NA,NA,470,32,1311
"770",2009-11-27,467,467,458.75,NA,NA,467,44,1301
"771",2009-11-25,463.25,463.25,458.75,NA,NA,463.25,44,1301
"772",2009-11-24,450.5,456.5,450,NA,NA,450.5,38,1263
"773",2009-11-23,457.5,467.75,457,NA,NA,457.5,62,1253
"774",2009-11-20,457,460,455.5,NA,NA,457,4,1237
"775",2009-11-19,460.75,462.75,456.75,NA,NA,460.75,29,1236
