"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"255",2015-05-12,392,399,391.25,NA,0.75,395.25,2419,15463
"256",2015-05-11,396,398.5,393.25,NA,2.5,394.5,1266,15295
"257",2015-05-08,396.25,398.25,394,NA,0.5,397,2084,15188
"258",2015-05-07,401,401,395.5,NA,5,396.5,2467,14809
"259",2015-05-06,399.25,403.5,398.25,NA,3.75,401.5,2860,13725
"260",2015-05-05,395.25,398,391.5,NA,1,397.75,2452,12966
"261",2015-05-04,397.75,398.75,396,NA,2.5,396.75,766,12807
"262",2015-05-01,401.75,402,397,NA,3.25,399.25,902,12577
"263",2015-04-30,406,406,400,NA,2.25,402.5,1622,12410
"264",2015-04-29,401.5,405,400.5,NA,3.25,404.75,731,12264
"265",2015-04-28,401.75,403.5,400,402.5,0.5,401.5,1984,11750
"266",2015-04-27,405,406.5,401.75,403.75,5,402,2621,10757
"267",2015-04-24,412.75,412.75,406,NA,5.75,407,3726,9597
"268",2015-04-23,415,419.25,412.5,412.5,2.25,412.75,895,9376
"269",2015-04-22,413.5,415.75,411.5,NA,0.25,415,857,9310
"270",2015-04-21,418.25,418.25,413.25,NA,3.5,415.25,572,9170
"271",2015-04-20,420,421.5,417,NA,1.5,418.75,1188,9091
"272",2015-04-17,416.75,421,416.25,NA,2.5,420.25,194,8987
"273",2015-04-16,418,420,415,NA,0.75,417.75,654,8898
"274",2015-04-15,415,420.75,414,NA,1.5,418.5,887,8733
"275",2015-04-14,414.75,418,414.25,NA,2.5,417,777,8607
"276",2015-04-13,416.75,418.75,414,NA,5.5,414.5,1047,8351
"277",2015-04-10,421,422,417.75,NA,0.75,420,1349,7963
"278",2015-04-09,421.75,422,417.5,418,1,420.75,1825,7804
"279",2015-04-08,427,427,419.25,NA,3,421.75,1065,7632
"280",2015-04-07,427.75,428,423.75,NA,1.5,424.75,1046,6893
"281",2015-04-06,430,430,424.75,425.5,0.75,426.25,681,6725
"282",2015-04-02,423.25,428.5,420.25,425.75,3.75,427,577,6530
"283",2015-04-01,418.5,423.5,416,NA,6.5,423.25,669,6181
"284",2015-03-31,433,436,417,NA,16.75,416.75,593,6016
"285",2015-03-30,430.25,433,429.25,NA,3.25,433.5,303,5925
"286",2015-03-27,430,432,428.25,NA,NA,430.25,312,5902
